,lat,lon,Ca_r,Cf_r,An_r,rms
310,76.258198,230.74118,0.787,0.8557299999999999,0.51823,14.34
311,76.25805799999999,230.743031,0.787,0.8557299999999999,0.51823,28.69
312,76.25817099999999,230.745801,0.787,0.8557299999999999,0.51823,22.21
313,76.258332,230.743679,0.787,0.8557299999999999,0.51823,26.7
314,76.258492,230.741557,0.787,0.8557299999999999,0.51823,13.4
315,76.258351,230.743422,0.787,0.8557299999999999,0.51823,24.16
316,76.258466,230.74618,0.787,0.8557299999999999,0.51823,17.38
317,76.258626,230.744058,0.787,0.8557299999999999,0.51823,21.11
318,76.258785,230.741935,0.787,0.8557299999999999,0.51823,14.34
319,76.25864399999999,230.743814,0.787,0.8557299999999999,0.51823,19.93
320,76.25876099999999,230.746548,0.787,0.8557299999999999,0.51823,23.06
321,76.258922,230.744405,0.787,0.8557299999999999,0.51823,27.01
322,76.25908299999999,230.742261,0.787,0.8557299999999999,0.51823,11.39
323,76.258937,230.744205,0.787,0.8557299999999999,0.51823,24.84
324,76.259056,230.74691,0.787,0.8557299999999999,0.51823,34.13
325,76.25922,230.744729,0.787,0.8557299999999999,0.51823,43.39
326,76.259384,230.742548,0.787,0.8557299999999999,0.51823,16.57
327,76.25923,230.744594,0.787,0.8557299999999999,0.51823,34.92
328,76.259352,230.747264,0.78082,0.84415,0.51437,51.52
329,76.259518,230.745058,0.787,0.8557299999999999,0.51823,34.44
330,76.259683,230.742851,0.78082,0.85882,0.51977,22.03
331,76.259523,230.744984,0.787,0.8557299999999999,0.51823,32.76
332,76.259653,230.747566,0.78082,0.84415,0.51437,51.98
333,76.259817,230.745363,0.787,0.8557299999999999,0.51823,29.98
334,76.259982,230.74316,0.78082,0.85882,0.51977,16.34
335,76.259817,230.74537400000003,0.787,0.8557299999999999,0.51823,31.22
336,76.25995400000001,230.747851,0.78082,0.84415,0.51437,37.66
337,76.26011700000001,230.74566600000003,0.78391,0.84801,0.52132,29.78
338,76.26028000000001,230.743482,0.78082,0.85882,0.51977,16.62
339,76.26011,230.745763,0.78391,0.84801,0.52132,28.93
340,76.260254,230.748145,0.78082,0.84415,0.51437,38.52
341,76.26041500000001,230.745983,0.78391,0.84801,0.52132,29.34
342,76.260577,230.74382000000003,0.78391,0.84801,0.52132,37.2
343,76.260403,230.746152,0.78391,0.84801,0.52132,29.11
344,76.260552,230.748466,0.78391,0.84801,0.52132,32.41
345,76.260713,230.746313,0.78391,0.84801,0.52132,34.84
346,76.260874,230.744161,0.78391,0.84801,0.52132,34.22
347,76.260696,230.74654,0.78391,0.84801,0.52132,31.77
348,76.260849,230.748799,0.78391,0.84801,0.52132,33.09
349,76.26101,230.746656,0.78391,0.84801,0.52132,36.06
350,76.26116999999999,230.744514,0.78391,0.84801,0.52132,29.22
351,76.260989,230.746929,0.78391,0.84801,0.52132,34.49
352,76.261145,230.749151,0.78391,0.84801,0.52132,29.87
353,76.26130500000001,230.747016,0.78391,0.84801,0.52132,19.06
354,76.261464,230.744882,0.78391,0.84801,0.52132,42.49
355,76.261282,230.747317,0.78391,0.84801,0.52132,22.16
356,76.261441,230.749511,0.78391,0.84801,0.52132,25.77
357,76.2616,230.747381,0.78391,0.84801,0.52132,20.58
358,76.261759,230.74525,0.78391,0.84801,0.52132,35.03
359,76.261576,230.747705,0.78391,0.84801,0.52132,24.86
360,76.261735,230.749879,0.78391,0.84801,0.52132,18.89
361,76.261894,230.747755,0.78391,0.84801,0.52132,36.36
362,76.26205300000001,230.74563,0.78391,0.84801,0.52132,23.98
363,76.26186899999999,230.748094,0.78391,0.84801,0.52132,32.09
364,76.26203000000001,230.750253,0.78391,0.84801,0.52132,17.23
365,76.262188,230.748133,0.78391,0.84801,0.52132,28.7
366,76.262346,230.746013,0.78391,0.84801,0.52132,30.34
